SHELT_NB,shelter_id,site_id,site_on,site_at,CORN_DESC,CITY,bustop_yn,OWNER,shelter_manufacturer_id,shel_type,shelter_type_description,RT_CD,has_heat,has_light,has_solar,has_adpanel
M-415,106,15598,BLOOMINGTON AVE S,38TH ST E,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,D,4 X 8,SE,N,N,N,N
M-2813,3520,15618,BLOOMINGTON AVE S,28TH ST E,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,D,4 X 8,MPLS-E,N,N,N,N
M-1972,1565,15664,FRANKLIN AVE E,13TH AVE S,ACROSS FROM  E,MINNEAPOLIS,Y,METRO,BR,D,4 X 8,MPLS-E,N,Y,Y,N
M-2496,1998,15793,UNIVERSITY AVE,BEDFORD ST SE,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,BR,D,4 X 8,NE,N,N,N,N
M-375,487,15798,UNIVERSITY AVE,RAYMOND AVE,NEAR SIDE  E,SAINT PAUL,Y,METRO,BR,D,4 X 8,UNI,N,Y,N,N
M-248,78,15801,UNIVERSITY AVE,HAMPDEN AVE,NEAR SIDE  E,SAINT PAUL,Y,METRO,BR,D,4 X 8,UNI,N,Y,N,N
M-1308,647,15809,UNIVERSITY AVE,WHEELER ST,FAR SIDE  E,SAINT PAUL,Y,METRO,BR,D,4 X 8,UNI,N,Y,N,N
M-1544,262,15811,UNIVERSITY AVE,FRY ST,NEAR SIDE  E,SAINT PAUL,Y,METRO,BR,D,4 X 8,UNI,N,Y,N,N
M-1548,265,15821,UNIVERSITY AVE,OXFORD ST,NEAR SIDE  E,SAINT PAUL,Y,METRO,BR,D,4 X 8,UNI,N,N,N,N
M-727,576,15824,UNIVERSITY AVE,VICTORIA ST,NEAR SIDE  E,SAINT PAUL,Y,METRO,BR,D,4 X 8,UNI,N,N,N,N
M-1552,2412,15826,UNIVERSITY AVE,GROTTO ST,NEAR SIDE  E,SAINT PAUL,Y,METRO,BR,D,4 X 8,UNI,N,N,N,N
M-1553,2572,15827,UNIVERSITY AVE,ST ALBANS ST,NEAR SIDE  E,SAINT PAUL,Y,METRO,BR,D,4 X 8,UNI,N,N,N,N
M-1556,270,15830,UNIVERSITY AVE,MACKUBIN ST,NEAR SIDE  E,SAINT PAUL,Y,METRO,BR,D,4 X 8,UNI,N,Y,N,N
M-2455,2574,15831,UNIVERSITY AVE,ARUNDEL ST,NEAR SIDE  E,SAINT PAUL,Y,METRO,BR,D,4 X 8,UNI,N,Y,N,N
M-2457,1750,15842,UNIVERSITY AVE,WESTERN AVE,FAR SIDE  W,SAINT PAUL,Y,METRO,BR,D,4 X 8,UNI,N,Y,N,N
M-1930,2579,15843,UNIVERSITY AVE,ARUNDEL ST,NEAR SIDE  W,SAINT PAUL,Y,METRO,BR,D,4 X 8,UNI,N,Y,N,N
M-1554,1751,15845,UNIVERSITY AVE,KENT ST,NEAR SIDE  W,SAINT PAUL,Y,METRO,DG,D,4 X 8,UNI,N,N,N,N
M-1931,1752,15846,UNIVERSITY AVE,DALE ST,NEAR SIDE  W,SAINT PAUL,Y,METRO,BR,D,4 X 8,UNI,N,Y,N,N
M-1932,2573,15847,UNIVERSITY AVE,ST ALBANS ST,NEAR SIDE  W,SAINT PAUL,Y,METRO,BR,D,4 X 8,UNI,N,Y,N,N
M-1551,268,15850,UNIVERSITY AVE,VICTORIA ST,NEAR SIDE  W,SAINT PAUL,Y,METRO,BR,D,4 X 8,UNI,N,Y,N,N
M-1546,264,15858,UNIVERSITY AVE,HAMLINE AVE,NEAR SIDE  W,SAINT PAUL,Y,METRO,BR,D,4 X 8,UNI,N,Y,N,N
M-1939,2036,15868,UNIVERSITY AVE,LYNNHURST AVE,ACROSS FROM  W,SAINT PAUL,Y,METRO,BR,D,4 X 8,UNI,N,Y,N,N
M-785,601,15877,UNIVERSITY AVE,RAYMOND AVE,NEAR SIDE  W,SAINT PAUL,Y,METRO,BR,D,4 X 8,UNI,N,Y,N,N
M-257,449,15883,UNIVERSITY AVE,BEDFORD ST SE,NEAR SIDE  W,MINNEAPOLIS,Y,METRO,BR,D,4 X 8,NE,N,N,N,N
M-2517,2924,16070,COMO AVE SE,29TH AVE SE,FAR SIDE  W,MINNEAPOLIS,Y,METRO,BR,D,4 X 8,NE,N,N,N,N
M-2014,1500,16839,LAKE ST W,LYNDALE AVE S,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,DG,D,4 X 8,MPLS-W,N,Y,N,N
M-2015,1502,16841,LAKE ST W,GRAND AVE S,FAR SIDE  E,MINNEAPOLIS,Y,METRO,DG,D,4 X 8,MPLS-W,N,N,N,N
M-5102,1125,16860,LAKE ST E,3RD AVE S,NEAR SIDE  W,MINNEAPOLIS,Y,METRO,DG,D,4 X 8,MPLS-W,N,N,N,N
M-2017,1509,16865,LAKE ST E,PORTLAND AVE S,FAR SIDE  E,MINNEAPOLIS,Y,METRO,BR,D,4 X 8,MPLS-W,N,Y,N,N
M-1634,1510,16866,LAKE ST E,PORTLAND AVE S,NEAR SIDE  W,MINNEAPOLIS,Y,METRO,DG,D,4 X 8,MPLS-W,N,Y,N,N
M-2021,1512,16867,LAKE ST E,PARK AVE S,FAR SIDE  W,MINNEAPOLIS,Y,METRO,DG,D,4 X 8,MPLS-W,N,Y,N,N
M-1627,286,16880,LAKE ST E,14TH AVE S,FAR SIDE  E,MINNEAPOLIS,Y,METRO,DG,D,4 X 8,MPLS-E,N,Y,N,N
M-2019,1523,16890,LAKE ST E,CEDAR AVE S,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,BR,D,4 X 8,MPLS-E,N,Y,N,N
M-1645,2035,17029,SELBY AVE,ARUNDEL ST,FAR SIDE  E,SAINT PAUL,Y,METRO,DG,D,4 X 8,UNI,N,N,N,N
M-467,515,17516,38TH ST W,NICOLLET AVE S,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,BR,D,4 X 8,SW,N,N,N,N
M-2156,1979,17535,38TH ST W,BRYANT AVE S,FAR SIDE  E,MINNEAPOLIS,Y,METRO,DG,D,4 X 8,MPLS-W,N,Y,N,N
M-519,530,17683,PLYMOUTH AVE,UPTON AVE N,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,DG,D,4 X 8,NW,N,Y,N,N
M-703,153,17763,3RD AVE S,24TH ST E,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,DG,D,4 X 8,MPLS-C,N,N,N,N
M-494,523,17765,3RD AVE S,FRANKLIN AVE E,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,DG,D,4 X 8,MPLS-C,N,N,N,N
M-5228,1188,18792,CLEVELAND AVE,MARSHALL AVE,NEAR SIDE  N,SAINT PAUL,Y,METRO,BR,D,4 X 8,SE,N,Y,N,Y
M-716,157,19495,28TH AVE S,40TH ST E,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,DG,D,4 X 8,SE,N,N,N,N
M-2425,1439,20031,LYNDALE AVE S,22ND ST W,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,D,4 X 8,MPLS-W,N,Y,N,N
M-1573,719,40339,24TH ST W,LYNDALE AVE S,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,DG,D,4 X 8,MPLS-W,N,N,N,N
M-1928,1785,42216,HENNEPIN AVE,33RD ST W,FAR SIDE  N,MINNEAPOLIS,Y,METRO,DG,D,4 X 8,MPLS-W,N,N,N,N
M-1929,1783,42217,HENNEPIN AVE,32ND ST W,FAR SIDE  N,MINNEAPOLIS,Y,METRO,DG,D,4 X 8,MPLS-W,N,N,N,N
M-1793,3077,42454,19TH AVE S,4TH ST/ RIVERSIDE AVE,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,D,4 X 8,MPLS-E,N,N,N,N
M-2607,3243,44657,WEST BROADWAY,84TH AVE N,FAR SIDE  S,BROOKLYN PARK,Y,METRO,BR,D,4 X 8,NORTH,N,Y,N,N
M-219,69,46697,RICE ST,LARPENTEUR AVE,NEAR SIDE  S,ROSEVILLE,Y,METRO,DG,D,4 X 8,NE,N,N,N,N
M-1787,320,47447,AMERICAN BLVD,WALMART,NEAR SIDE  W,BLOOMINGTON,Y,METRO,DG,D,4 X 8,SOUTH,N,N,N,N
M-2665,3314,49396,12TH AVE S,78TH ST E,NEAR SIDE  N,RICHFIELD,Y,METRO,BR,D,4 X 8,SE,N,Y,Y,N
M-1321,2537,50142,XERXES AVE N,55TH AVE N,NEAR SIDE  S,BROOKLYN CENTER,Y,METRO,DG,D,4 X 8,NW,N,N,N,N
M-2459,2578,50540,MINNESOTA ST,9TH ST,NEAR SIDE  N,SAINT PAUL,Y,METRO,DG,D,4 X 8,STP,N,N,N,N
M-2393,2486,52309,NICOLLET AVE S,27TH ST / 26TH ST E,MID BLOCK  N,MINNEAPOLIS,Y,METRO,BR,D,4 X 8,MPLS-C,N,N,N,N
M-2465,2591,53154,LOWRY AVE N,PENN AVE N,FAR SIDE  E,MINNEAPOLIS,Y,METRO,DG,D,4 X 8,NW,Y,Y,N,N
M-1635,287,56292,SNELLING,SPRUCE TREE DR,NEAR SIDE  N,SAINT PAUL,Y,METRO,BR,D,4 X 8,UNI,Y,Y,N,N
M-2634,3293,260,ROBERT ST S,MORELAND AVE,NEAR SIDE  N,WEST SAINT PAUL,Y,METRO,BR,D-AP,4x8 with ad panel,STP,N,N,N,Y
M-1348,3294,8539,WINNETKA AVE N,BASS LAKE RD,NEAR SIDE  S,NEW HOPE,Y,METRO,BR,D-AP,4x8 with ad panel,NW,N,Y,Y,Y
M-5061,751,15785,STINSON BLVD,KENNEDY ST NE,FAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,D-AP,4x8 with ad panel,NE,N,N,N,Y
M-5644,1193,16971,MARSHALL AVE,FAIRVIEW AVE,NEAR SIDE  E,SAINT PAUL,Y,METRO,BR,D-AP,4x8 with ad panel,SE,N,N,N,Y
M-2818,3527,45,CHICAGO AVE S,25TH ST E,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,E,4 X 12,MPLS-E,N,N,N,N
M-1973,1342,46,CHICAGO AVE S,26TH ST E,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,DG,E,4 X 12,MPLS-E,N,N,N,N
M-7055,3754,332,ROBERT ST S,THOMPSON AVE,NEAR SIDE  S,WEST SAINT PAUL,Y,METRO,BR,E,4 X 12,STP,N,N,N,N
M-1950,1354,790,CHICAGO AVE S,42ND ST E,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,H,E,4 X 12,SE,N,Y,N,N
M-2028,1345,799,CHICAGO AVE S,33RD ST E,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,DG,E,4 X 12,SE,N,Y,N,N
M-2027,1344,801,CHICAGO AVE S,31ST ST E,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,E,4 X 12,SE,N,Y,N,N
M-5220,3082,810,CHICAGO AVE S,22ND ST E,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,E,4 X 12,MPLS-E,N,N,N,N
M-489,520,811,CHICAGO AVE S,FRANKLIN AVE E,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,E,4 X 12,MPLS-E,N,Y,Y,N
M-2804,3113,975,RICE ST,UNIVERSITY AVE,NEAR SIDE  S,SAINT PAUL,Y,METRO,BR,E,4 X 12,UNI,N,N,N,N
M-19,216,1096,HENNEPIN AVE,FRANKLIN AVE W,FAR SIDE  S,MINNEAPOLIS,Y,METRO,DG,E,4 X 12,MPLS-C,N,N,N,N
M-2419,1702,1199,NICOLLET AVE S,16TH ST / HWY 94,MID BLOCK  S,MINNEAPOLIS,Y,METRO,BR,E,4 X 12,MPLS-C,N,N,N,N
M-2463,2589,1756,NICOLLET AVE S,65TH ST E,FAR SIDE  N,RICHFIELD,Y,METRO,DG,E,4 X 12,SW,N,N,N,N
M-1725,1591,1869,NICOLLET AVE S,48TH ST E,FAR SIDE  N,MINNEAPOLIS,Y,METRO,H,E,4 X 12,SW,N,N,N,N
M-832,615,1880,NICOLLET AVE S,38TH ST E,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,E,4 X 12,SW,N,N,N,N
M-2390,1598,1888,1ST AVE S,31ST ST / LAKE ST E,MID BLOCK  N,MINNEAPOLIS,Y,METRO,DG,E,4 X 12,SW,N,N,N,N
M-267,457,1905,NICOLLET AVE S,FRANKLIN AVE W,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,H,E,4 X 12,MPLS-C,N,N,N,N
M-2372,2365,2016,76TH ST W,NEWTON AVE S,NEAR SIDE  W,RICHFIELD,Y,METRO,CO,E,4 X 12,SW,Y,Y,N,N
M-753,170,3038,GLENWOOD AVE,PENN AVE N,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,DG,E,4 X 12,NW,N,Y,Y,N
M-251,80,3122,GRAND AVE,LEXINGTON PKWY,NEAR SIDE  E,SAINT PAUL,Y,METRO,BR,E,4 X 12,SE,N,Y,N,N
M-46,393,3592,MAINSTREET,17TH AVE S,FAR SIDE  E,HOPKINS,Y,METRO,BR,E,4 X 12,SW,N,N,N,N
M-2371,2364,4520,AMERICAN BLVD,PORTLAND AVE S,NEAR SIDE  W,BLOOMINGTON,Y,METRO,H,E,4 X 12,SOUTH,N,N,N,N
M-1560,272,5807,LAKE ST W,MARKET PLAZA,FAR SIDE  E,MINNEAPOLIS,Y,METRO,BR,E,4 X 12,MPLS-W,N,Y,N,N
M-291,465,6202,UPTON AVE S,43RD ST W,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,DG,E,4 X 12,SW,N,N,N,N
M-2530,2955,8286,WEST BROADWAY,FREMONT AVE N,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,BR,E,4 X 12,NW,N,N,N,N
M-2527,2952,8308,WEST BROADWAY,LYNDALE AVE N,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,BR,E,4 X 12,NW,N,N,N,N
M-1619,1879,8678,WEST BROADWAY,#5537 - TARGET,FAR SIDE  S,CRYSTAL,Y,METRO,DG,E,4 X 12,NW,N,Y,N,N
M-2122,2482,9090,BROOKLYN BLVD,HWY 100,NEAR SIDE  S,BROOKLYN CENTER,Y,METRO,BR,E,4 X 12,NW,N,N,N,N
M-68,54,9589,44TH AVE N,PENN AVE N,FAR SIDE  E,MINNEAPOLIS,Y,METRO,BR,E,4 X 12,NW,N,N,N,N
M-2622,3297,9593,44TH AVE N,MORGAN AVE N,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,BR,E,4 X 12,NW,N,Y,N,N
M-2222,2259,10471,RICE ST,MARYLAND AVE,NEAR SIDE  S,SAINT PAUL,Y,METRO,H,E,4 X 12,NE,N,Y,N,N
M-2240,2273,10653,LARPENTEUR AVE,SNELLING AVE,NEAR SIDE  W,FALCON HEIGHTS,Y,METRO,H,E,4 X 12,NE,N,Y,N,N
M-5031,1988,11167,7TH ST N,OLSON MEMORIAL HWY,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,E,4 X 12,MPLS-W,N,Y,N,Y
M-2632,3311,11180,LYNDALE AVE N,WEST BROADWAY,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,E,4 X 12,NW,N,N,N,N
M-2532,2967,11344,BASS LAKE RD,XERXES AVE N,FAR SIDE  E,BROOKLYN CENTER,Y,METRO,BR,E,4 X 12,NW,N,N,N,N
M-2536,2992,11644,LYNDALE AVE N,29TH AVE N,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,E,4 X 12,NW,N,N,N,N
M-278,86,11653,LYNDALE AVE N,18TH AVE N,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,E,4 X 12,NW,Y,Y,N,N
M-2461,2585,11807,PAYNE AVE,YORK AVE,NEAR SIDE  S,SAINT PAUL,Y,METRO,DG,E,4 X 12,EAST,N,N,N,N
M-2334,1944,11840,5TH ST,SIBLEY ST / WACOUTA ST,MID BLOCK  E,SAINT PAUL,Y,METRO,DG,E,4 X 12,STP,N,N,N,N
M-9124,371,11858,6TH ST,SIBLEY ST,FAR SIDE  W,SAINT PAUL,Y,METRO,H,E,4 X 12,STP,N,N,N,N
M-616,1222,11903,JACKSON ST,14TH ST,ACROSS FROM  N,SAINT PAUL,Y,METRO,CO,E,4 X 12,STP,N,N,N,N
M-2350,2337,11956,DULUTH ST,LILAC DR,NEAR SIDE  E,GOLDEN VALLEY,Y,METRO,H,E,4 X 12,NW,N,N,N,N
M-1723,1882,12609,38TH ST E,CHICAGO AVE S,FAR SIDE  W,MINNEAPOLIS,Y,METRO,DG,E,4 X 12,SE,N,Y,N,N
M-2409,3075,13231,RIVERSIDE AVE,22ND AVE S,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,BR,E,4 X 12,MPLS-E,N,Y,N,N
M-5209,3076,13310,FRANKLIN AVE E,10TH AVE S,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,BR,E,4 X 12,MPLS-E,N,N,N,N
M-2408,1562,13312,FRANKLIN AVE E,CHICAGO AVE,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,DG,E,4 X 12,MPLS-E,N,Y,Y,N
M-2490,2152,13320,FRANKLIN AVE E,3RD AVE S,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,HP,E,4 X 12,MPLS-C,N,N,N,N
M-2195,2052,13667,PEDERSEN ST,SUNRAY TRANSIT CENTER - GATE F,NEAR SIDE  N,SAINT PAUL,Y,METRO,H,E,4 X 12,EAST,Y,Y,N,N
M-371,692,13702,BURNS AVE,BIRMINGHAM ST,NEAR SIDE  W,SAINT PAUL,Y,METRO,BR,E,4 X 12,EAST,N,N,N,N
M-5636,889,15131,UNIVERSITY AVE,SIMPSON ST,FAR SIDE  E,SAINT PAUL,Y,METRO,BR,E,4 X 12,UNI,N,N,N,Y
M-6,215,15317,CEDAR AVE S,LAKE ST E,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,E,4 X 12,MPLS-E,N,Y,N,N
M-759,587,15374,CEDAR AVE S,LAKE ST E,FAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,E,4 X 12,MPLS-E,N,N,N,N
M-159,416,15531,MONROE ST,SPRING ST NE,FAR SIDE  S,MINNEAPOLIS,Y,METRO,DG,E,4 X 12,MPLS-C,N,Y,N,N
M-612,568,15614,BLOOMINGTON AVE S,LAKE ST E,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,DG,E,4 X 12,MPLS-E,N,Y,N,N
M-2493,569,15615,BLOOMINGTON AVE S,LAKE ST E,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,DG,E,4 X 12,MPLS-E,N,Y,N,N
M-529,132,15644,11TH AVE S,15TH ST E,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,E,4 X 12,MPLS-C,N,N,N,N
M-1540,258,15792,UNIVERSITY AVE,MALCOLM AVE SE,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,BR,E,4 X 12,UNI,N,Y,N,N
M-1940,2037,15799,UNIVERSITY AVE,CARLETON ST,ACROSS FROM  E,SAINT PAUL,Y,METRO,BR,E,4 X 12,UNI,N,Y,N,N
M-376,488,15803,UNIVERSITY AVE,VANDALIA ST,NEAR SIDE  E,SAINT PAUL,Y,METRO,BR,E,4 X 12,UNI,N,Y,N,N
M-1941,2256,15807,UNIVERSITY AVE,LYNNHURST AVE W,NEAR SIDE  E,SAINT PAUL,Y,METRO,BR,E,4 X 12,UNI,N,Y,N,N
M-749,584,15810,UNIVERSITY AVE,ALDINE ST,NEAR SIDE  E,SAINT PAUL,Y,METRO,BR,E,4 X 12,UNI,N,Y,N,N
M-1718,299,15816,UNIVERSITY AVE,HAMLINE AVE,NEAR SIDE  E,SAINT PAUL,Y,METRO,BR,E,4 X 12,UNI,N,Y,N,N
M-1942,2038,15818,UNIVERSITY AVE,GRIGGS ST,NEAR SIDE  E,SAINT PAUL,Y,METRO,BR,E,4 X 12,UNI,N,Y,N,N
M-1549,266,15822,UNIVERSITY AVE,CHATSWORTH ST,NEAR SIDE  E,SAINT PAUL,Y,METRO,BR,E,4 X 12,UNI,N,N,N,N
M-1943,2257,15825,UNIVERSITY AVE,AVON ST,FAR SIDE  E,SAINT PAUL,Y,METRO,BR,E,4 X 12,UNI,N,Y,N,N
M-950,22,15828,UNIVERSITY AVE,DALE ST,FAR SIDE  E,SAINT PAUL,Y,METRO,BR,E,4 X 12,UNI,N,Y,N,N
M-2381,269,15829,UNIVERSITY AVE,KENT ST,ACROSS FROM  E,SAINT PAUL,Y,METRO,BR,E,4 X 12,UNI,N,Y,N,N
M-1944,1743,15832,UNIVERSITY AVE,WESTERN AVE,NEAR SIDE  E,SAINT PAUL,Y,METRO,BR,E,4 X 12,UNI,N,Y,N,N
M-1945,2258,15833,UNIVERSITY AVE,FARRINGTON ST,FAR SIDE  E,SAINT PAUL,Y,METRO,BR,E,4 X 12,UNI,N,Y,N,N
M-1557,271,15844,UNIVERSITY AVE,MACKUBIN ST,NEAR SIDE  W,SAINT PAUL,Y,METRO,BR,E,4 X 12,UNI,N,Y,N,N
M-1933,2253,15848,UNIVERSITY AVE,GROTTO ST,NEAR SIDE  W,SAINT PAUL,Y,METRO,BR,E,4 X 12,UNI,N,Y,N,N
M-1934,2254,15849,UNIVERSITY AVE,AVON ST,NEAR SIDE  W,SAINT PAUL,Y,METRO,H,E,4 X 12,UNI,N,Y,N,N
M-1935,2255,15851,UNIVERSITY AVE,MILTON ST,NEAR SIDE  W,SAINT PAUL,Y,METRO,BR,E,4 X 12,UNI,N,Y,N,N
M-1550,267,15852,UNIVERSITY AVE,CHATSWORTH ST,NEAR SIDE  W,SAINT PAUL,Y,METRO,BR,E,4 X 12,UNI,N,N,N,N
M-2352,2340,15853,UNIVERSITY AVE,OXFORD ST,FAR SIDE  W,SAINT PAUL,Y,METRO,BR,E,4 X 12,UNI,N,Y,N,N
M-1936,2410,15856,UNIVERSITY AVE,GRIGGS ST,NEAR SIDE  W,SAINT PAUL,Y,METRO,BR,E,4 X 12,UNI,N,Y,N,N
M-2458,2576,15861,UNIVERSITY AVE,SIMPSON ST,FAR SIDE  W,SAINT PAUL,Y,METRO,BR,E,4 X 12,UNI,N,N,N,N
M-11,23,15863,UNIVERSITY AVE,SNELLING AVE,FAR SIDE  W,SAINT PAUL,Y,METRO,BR,E,4 X 12,UNI,N,Y,N,N
M-1309,648,15866,UNIVERSITY AVE,WHEELER ST,FAR SIDE  W,SAINT PAUL,Y,METRO,BR,E,4 X 12,UNI,N,Y,N,N
M-1913,1758,15881,UNIVERSITY AVE,BERRY ST,NEAR SIDE  W,SAINT PAUL,Y,METRO,BR,E,4 X 12,NE,N,Y,N,N
M-726,575,15884,UNIVERSITY AVE,MALCOLM AVE SE,NEAR SIDE  W,MINNEAPOLIS,Y,METRO,BR,E,4 X 12,NE,N,N,N,N
M-578,555,16113,4TH ST SE,13TH AVE SE,FAR SIDE  W,MINNEAPOLIS,Y,METRO,DG,E,4 X 12,NE,N,Y,Y,N
M-913,189,16192,UNIVERSITY AVE,SYNDICATE ST,NEAR SIDE  E,SAINT PAUL,Y,METRO,BR,E,4 X 12,UNI,N,Y,N,N
M-5093,783,16311,MINNEHAHA AVE S,32ND ST E,FAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,E,4 X 12,SE,N,N,N,N
M-5119,839,16406,WASHINGTON AVE,10TH AVE N,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,E,4 X 12,MPLS-W,N,Y,N,N
M-1970,1497,16832,LAKE ST W,DUPONT AVE S,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,DG,E,4 X 12,MPLS-W,N,Y,N,N
M-2447,1498,16835,LAKE ST W,BRYANT AVE S,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,BR,E,4 X 12,MPLS-W,N,N,N,N
M-2023,1503,16842,LAKE ST W,GRAND AVE S,FAR SIDE  W,MINNEAPOLIS,Y,METRO,DG,E,4 X 12,MPLS-W,N,Y,N,N
M-1918,1505,16845,LAKE ST W,BLAISDELL AVE S,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,DG,E,4 X 12,MPLS-C,N,N,N,N
M-1919,1506,16851,LAKE ST,1ST AVE S,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,DG,E,4 X 12,MPLS-C,N,Y,N,N
M-1920,1507,16853,LAKE ST,1ST AVE S,FAR SIDE  W,MINNEAPOLIS,Y,METRO,DG,E,4 X 12,MPLS-C,N,Y,N,N
M-1625,2034,16859,LAKE ST E,3RD AVE S,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,BR,E,4 X 12,MPLS-W,N,Y,N,N
M-2139,336,16863,LAKE ST E,CLINTON AVE / 4TH AVE S,MID BLOCK  E,MINNEAPOLIS,Y,METRO,DG,E,4 X 12,MPLS-W,N,N,N,N
M-2018,1511,16868,LAKE ST E,PARK AVE S,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,DG,E,4 X 12,MPLS-W,N,Y,N,N
M-2428,1520,16881,LAKE ST E,14TH AVE S,NEAR SIDE  W,MINNEAPOLIS,Y,METRO,BR,E,4 X 12,MPLS-E,N,Y,N,N
M-2429,1521,16886,LAKE ST E,17TH AVE S,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,BR,E,4 X 12,MPLS-E,N,Y,N,N
M-2020,1522,16887,LAKE ST E,17TH AVE S,NEAR SIDE  W,MINNEAPOLIS,Y,METRO,DG,E,4 X 12,MPLS-E,N,Y,N,N
M-2430,1524,16892,LAKE ST E,19TH AVE S,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,BR,E,4 X 12,MPLS-E,N,Y,N,N
M-2432,1817,16908,LAKE ST E,28TH AVE S,ACROSS FROM  E,MINNEAPOLIS,Y,METRO,BR,E,4 X 12,MPLS-E,N,Y,N,N
M-2433,2492,16912,LAKE ST E,31ST AVE S,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,BR,E,4 X 12,MPLS-E,N,Y,N,N
M-2058,1532,16914,LAKE ST E,33RD AVE S,NEAR SIDE  W,MINNEAPOLIS,Y,METRO,BR,E,4 X 12,MPLS-E,N,Y,N,N
M-2443,2564,16926,LAKE ST E,39TH AVE S,NEAR SIDE  W,MINNEAPOLIS,Y,METRO,DG,E,4 X 12,MPLS-E,N,Y,N,N
M-757,586,16930,LAKE ST E,42ND AVE S,NEAR SIDE  W,MINNEAPOLIS,Y,METRO,BR,E,4 X 12,MPLS-C,N,N,N,N
M-2445,2560,16932,LAKE ST E,44TH AVE S,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,BR,E,4 X 12,MPLS-E,N,Y,N,N
M-2444,1534,16933,LAKE ST E,44TH AVE S,NEAR SIDE  W,MINNEAPOLIS,Y,METRO,BR,E,4 X 12,MPLS-E,N,N,N,N
M-2382,2413,17022,SELBY AVE,DALE ST,NEAR SIDE  E,SAINT PAUL,Y,METRO,H,E,4 X 12,UNI,N,N,N,N
M-2398,2425,17162,CENTRAL AVE NE,41ST AVE NE,NEAR SIDE  S,COLUMBIA HEIGHTS,Y,METRO,H,E,4 X 12,NORTH,N,N,N,N
M-734,164,17744,4TH AVE S,41ST ST E,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,DG,E,4 X 12,SE,N,N,N,N
M-2507,2507,17902,7TH ST S,NICOLLET MALL,FAR SIDE  W,MINNEAPOLIS,Y,METRO,BR,E,4 X 12,MPLS-C,Y,Y,N,N
M-2506,2506,17903,7TH ST N,HENNEPIN AVE / 1ST AVE,MID BLOCK  W,MINNEAPOLIS,Y,METRO,BR,E,4 X 12,MPLS-W,Y,Y,N,N
M-2549,3039,19270,3RD AVE S,2ND ST S / WASHINGTON,MID BLOCK  S,MINNEAPOLIS,Y,METRO,BR,E,4 X 12,MPLS-C,N,N,N,N
